"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","rt","stimulus","response","task","correct_response","attempts","correct","value","timed_out","task_condition","scene","scene_type","scene_index","scene_sp","scene_col"
"","","","","","html-keyboard-response","291","633505","0.0-4.11-1.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","292","635876","0.0-4.11-2.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_5.mp4""]","null","comprehension","f","12","false","","","","","","","",""
"","","","","","html-keyboard-response","293","637379","0.0-4.11-3.71","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","294","639788","0.0-4.12-0.72","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1279","
                <div style=""font-size:30px;"">
                    <p>
                        Check 1: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the Ball 
                        reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","295","640793","0.0-4.12-1.72","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","296","642409","0.0-4.12-2.72","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_0.mp4""]","null","comprehension","j","13","false","","","","","","","",""
"","","","","","html-keyboard-response","297","643913","0.0-4.12-3.72","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","298","645015","0.0-4.12-0.73","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1101","
                <div style=""font-size:30px;"">
                    <p>
                        Check 2: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the Ball 
                        reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","299","645777","0.0-4.12-1.73","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","300","648959","0.0-4.12-2.73","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_1.mp4""]","null","comprehension","j","13","false","","","","","","","",""
"","","","","","html-keyboard-response","301","650468","0.0-4.12-3.73","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","302","651301","0.0-4.12-0.74","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","832","
                <div style=""font-size:30px;"">
                    <p>
                        Check 3: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","303","651566","0.0-4.12-1.74","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","304","654743","0.0-4.12-2.74","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_2.mp4""]","null","comprehension","f","13","false","","","","","","","",""
"","","","","","html-keyboard-response","305","656257","0.0-4.12-3.74","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","306","656935","0.0-4.12-0.75","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","678","
                <div style=""font-size:30px;"">
                    <p>
                        Check 4: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","307","657449","0.0-4.12-1.75","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","308","659292","0.0-4.12-2.75","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_3.mp4""]","null","comprehension","j","13","false","","","","","","","",""
"","","","","","html-keyboard-response","309","660808","0.0-4.12-3.75","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","310","661485","0.0-4.12-0.76","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","676","
                <div style=""font-size:30px;"">
                    <p>
                        Check 5: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","311","662000","0.0-4.12-1.76","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","312","664942","0.0-4.12-2.76","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","1828","[""img/stimuli/comprehension/comp_4.mp4""]","f","comprehension","f","13","true","","","","","","","",""
"","","","","","html-keyboard-response","313","666451","0.0-4.12-3.76","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","314","667143","0.0-4.12-0.77","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","692","
                <div style=""font-size:30px;"">
                    <p>
                        Check 6: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the 
                        Ball reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","315","667658","0.0-4.12-1.77","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","316","670025","0.0-4.12-2.77","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_5.mp4""]","null","comprehension","f","13","false","","","","","","","",""
"","","","","","html-keyboard-response","317","671528","0.0-4.12-3.77","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","
            <div style=""font-size:30px;"">
                <p>Your response has been logged.</p>
            </div>
            ","null","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","318","673543","0.0-4.13-0.78","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","869","
                <div style=""font-size:30px;"">
                    <p>
                        Check 1: In the next page you will see a clip.
                    </p>
                    <p> 
                        Please use your keyboard to answer: <strong>Will the Ball 
                        reach the goal?</strong>
                    </p>
                    <p>
                        Remember F means no and J means yes.
                    </p>
                    <p>(Press spacebar to begin)</p>
                </div>
                "," ","comp_prompt","","","","","","","","","","",""
"","","","","","html-keyboard-response","319","674056","0.0-4.13-1.78","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","",""
"","","","","","video-keyboard-response","320","675675","0.0-4.13-2.78","5f8ee7a6e456220a65211f2e","624c7c6ed0ae1e29ffcd5354","624f36dd20c9ca4f485ffc11","j","null","[""img/stimuli/comprehension/comp_0.mp4""]","null","comprehension","j","14","false","","","","","","","",""
